group_set_id,SummaryId,LossType,Mean,Std
1,1,2,14796.538798,37435.831368
1,2,2,54314.996676,135281.995061
1,3,2,10809.896592,27074.488412
1,4,2,2042.729358,5099.630419
1,5,2,16941.836858,42563.396682
1,6,2,47625.479174,118277.496323
1,7,2,6105.796913,15291.733915
1,8,2,21484.983883,53524.073260
1,9,2,28535.439998,70802.312419
1,10,2,29063.819552,73203.482794
