RP,Loss_gen,ReturnPeriod,Loss_expected,Loss_Diff,Percent_Diff
10000.0,840000.001081,10000.0,840000.0,0.0010809999657794833,1.2869047195099278e-07
5000.0,833482.80347,5000.0,840000.0,6517.196529999957,0.7819233345747767
3333.333333,825014.096114,3333.333333,840000.0,14985.903886000044,1.8164421622111653
2500.0,814777.715249,2500.0,840000.0,25222.284751,3.0956031662319026
2000.0,804424.999403,2000.0,840000.0,35575.000597000006,4.422413602685373
1666.666667,776297.392476,1666.666667,765213.1875,11084.204976000008,1.4278297316762774
1428.571429,740113.361985,1428.571429,709397.25,30716.111984999967,4.150190168519413
1250.0,701226.927637,1250.0,708281.5625,7054.634863000014,1.0060416371591403
1111.111111,687365.119554,1111.111111,643294.25,44070.869553999975,6.411566182263592
1000.0,647767.637851,1000.0,642618.625,5149.012850999949,0.7948857815870587
909.090909,622367.136388,909.090909,642145.3125,19778.176112000016,3.1778953218490287
833.333333,610441.323977,833.333333,620394.125,9952.801023000036,1.6304271405084356
769.230769,599478.992282,769.230769,602103.125,2624.132717999979,0.43773555900780664
714.285714,591182.547361,714.285714,592558.375,1375.8276390000246,0.2327246711090557
666.666667,579271.066825,666.666667,575517.8125,3753.254324999987,0.6479271173634951
625.0,566563.888906,625.0,554742.125,11821.76390599995,2.086572077303947
588.235294,557525.362106,588.235294,549160.5,8364.862105999957,1.5003554411233369
555.555556,543971.00795,555.555556,544576.375,605.3670500000007,0.1112866386540299
526.315789,538628.595785,526.315789,539163.75,535.1542149999877,0.09935495797805748
500.0,535916.957471,500.0,538414.625,2497.6675289999694,0.4660549538843665
476.190476,534278.626264,476.190476,535240.125,961.4987360000378,0.1799620439102009
454.545455,530510.222283,454.545455,534257.3125,3747.09021699999,0.7063181932432415
434.782609,526294.115871,434.782609,532833.8125,6539.696629000013,1.242593529319062
416.666667,522867.560771,416.666667,528610.125,5742.5642290000105,1.0982827507088506
400.0,519424.928579,400.0,523560.375,4135.446421000001,0.7961586349568194
384.615385,515382.361102,384.615385,519744.6875,4362.326398000005,0.8464252421585401
370.37037,509828.597255,370.37037,511630.03125,1801.4339950000285,0.3533411041866309
357.142857,502785.40856,357.142857,504002.0,1216.5914399999892,0.24197031562319238
344.827586,494531.968968,344.827586,500088.8125,5556.843532000028,1.1236570900757274
333.333333,488707.331882,333.333333,495121.3125,6413.980617999972,1.312437976590179
322.580645,483957.559684,322.580645,492873.4375,8915.877816000022,1.8422850594216655
312.5,481255.696075,312.5,489905.53125,8649.835175000015,1.7973470746519757
303.030303,473327.624641,303.030303,487346.6875,14019.062858999998,2.9618095647032843
294.117647,468753.13866,294.117647,477452.125,8698.986340000003,1.8557713266448388
