group_set_id,SummaryId,LossType,Mean,Std
1,1,2,14760.992206,36698.912490
1,2,2,53388.037734,131913.964666
1,3,2,10793.995073,26524.061356
1,4,2,2018.163318,4997.812904
1,5,2,16646.649535,41575.826819
1,6,2,47500.184902,115941.245521
1,7,2,6050.696840,14967.074622
1,8,2,21191.454584,52316.607024
1,9,2,28606.073664,69582.538561
1,10,2,28998.038659,71674.233149
