group_set_id,output_set_id,SummaryId,GroupPeriod,Period,group_event_set_id,EventId,Loss,LossType
0,0,1,2,8,1,12,198404.0,1
0,0,1,2,8,1,12,149753.65625,3
0,0,1,3,456,1,655,99202.0,1
0,0,1,3,456,1,655,104905.203125,3
0,0,1,4,745,1,1081,198404.0,1
0,0,1,4,745,1,1081,178492.796875,3
0,0,1,4,745,1,1082,382140.0,1
0,0,1,4,745,1,1082,347892.09375,3
0,0,1,8,960,1,1391,198404.0,1
0,0,1,8,960,1,1391,206565.109375,3
0,0,1,9,331,1,463,99202.0,1
0,0,1,9,331,1,463,74444.6875,3
0,0,1,12,465,1,674,198404.0,1
0,0,1,12,465,1,674,209660.21875,3
0,0,1,13,771,1,1120,198404.0,1
0,0,1,13,771,1,1120,168432.25,3
0,0,1,23,852,1,1239,198404.0,1
0,0,1,23,852,1,1239,160600.75,3
0,0,1,29,577,1,830,565875.9375,1
0,0,1,29,577,1,830,568948.375,3
0,0,1,35,887,1,1290,198404.0,1
0,0,1,35,887,1,1290,195131.46875,3
0,0,1,36,962,1,1392,198404.0,1
0,0,1,36,962,1,1392,208866.8125,3
0,0,1,39,769,1,1117,198404.0,1
0,0,1,39,769,1,1117,201842.15625,3
0,0,1,45,927,1,1342,198404.0,1
0,0,1,45,927,1,1342,224887.96875,3
0,0,1,46,50,1,74,198404.0,1
0,0,1,46,50,1,74,222409.796875,3
0,0,1,47,376,1,524,198404.0,1
0,0,1,47,376,1,524,153267.703125,3
0,0,1,49,505,1,718,198404.0,1
0,0,1,49,505,1,718,212524.671875,3
0,0,1,50,53,1,79,382140.0,1
0,0,1,50,53,1,79,400335.4375,3
0,0,1,52,599,1,855,198404.0,1
0,0,1,52,599,1,855,224318.046875,3
0,0,1,54,62,1,92,198404.0,1
0,0,1,54,62,1,92,217735.375,3
0,0,1,56,828,1,1217,198404.0,1
0,0,1,56,828,1,1217,175170.078125,3
0,0,1,57,317,1,441,198404.0,1
0,0,1,57,317,1,441,227537.171875,3
0,0,1,57,317,1,442,198404.0,1
0,0,1,57,317,1,442,203156.8125,3
0,0,1,62,276,1,389,382140.0,1
0,0,1,62,276,1,389,403500.28125,3
0,0,1,63,31,1,48,198404.0,1
0,0,1,63,31,1,48,243613.15625,3
0,0,1,66,262,1,367,198404.0,1
0,0,1,66,262,1,367,201154.5625,3
0,0,1,69,249,1,345,198404.0,1
0,0,1,69,249,1,345,158704.53125,3
0,0,1,70,424,1,611,198404.0,1
0,0,1,70,424,1,611,160591.921875,3
0,0,1,76,757,1,1097,99202.0,1
