group_set_id,SummaryId,LossType,Mean,Std
1,1,2,14911.955562,38277.236430
1,2,2,53803.618234,136590.911871
1,3,2,10919.000255,27656.804935
1,4,2,2041.977144,5183.330324
1,5,2,16832.970578,42994.709764
1,6,2,48079.137296,120696.300104
1,7,2,6093.640528,15456.419414
1,8,2,21347.468035,54191.897561
1,9,2,28878.515734,72430.773271
1,10,2,29323.261276,74666.345036
