group_set_id,SummaryId,EPCalc,EPType,RP,Loss
1,1,1,1,50000.000000,220000.000000
1,1,1,1,25000.000000,220000.000000
1,1,1,1,16666.666667,220000.000000
1,1,1,1,12500.000000,220000.000000
1,1,1,1,10000.000000,220000.000000
1,1,1,1,8333.333333,220000.000000
1,1,1,1,7142.857143,220000.000000
1,1,1,1,6250.000000,220000.000000
1,1,1,1,5555.555556,220000.000000
1,1,1,1,5000.000000,220000.000000
1,1,1,1,4545.454545,220000.000000
1,1,1,1,4166.666667,220000.000000
1,1,1,1,3846.153846,220000.000000
1,1,1,1,3571.428571,220000.000000
1,1,1,1,3333.333333,220000.000000
1,1,1,1,3125.000000,220000.000000
1,1,1,1,2941.176471,220000.000000
1,1,1,1,2777.777778,220000.000000
1,1,1,1,2631.578947,220000.000000
1,1,1,1,2500.000000,220000.000000
1,1,1,1,2380.952381,220000.000000
1,1,1,1,2272.727273,220000.000000
1,1,1,1,2173.913043,220000.000000
1,1,1,1,2083.333333,220000.000000
1,1,1,1,2000.000000,220000.000000
1,1,1,1,1923.076923,220000.000000
1,1,1,1,1851.851852,220000.000000
1,1,1,1,1785.714286,220000.000000
1,1,1,1,1724.137931,220000.000000
1,1,1,1,1666.666667,220000.000000
1,1,1,1,1612.903226,220000.000000
1,1,1,1,1562.500000,220000.000000
1,1,1,1,1515.151515,220000.000000
1,1,1,1,1470.588235,220000.000000
1,1,1,1,1428.571429,220000.000000
1,1,1,1,1388.888889,220000.000000
1,1,1,1,1351.351351,220000.000000
1,1,1,1,1315.789474,220000.000000
1,1,1,1,1282.051282,220000.000000
1,1,1,1,1250.000000,220000.000000
1,1,1,1,1219.512195,220000.000000
1,1,1,1,1190.476190,220000.000000
1,1,1,1,1162.790698,220000.000000
1,1,1,1,1136.363636,220000.000000
1,1,1,1,1111.111111,220000.000000
1,1,1,1,1086.956522,220000.000000
1,1,1,1,1063.829787,220000.000000
1,1,1,1,1041.666667,220000.000000
1,1,1,1,1020.408163,220000.000000
1,1,1,1,1000.000000,220000.000000
1,1,1,1,980.392157,220000.000000
1,1,1,1,961.538462,220000.000000
1,1,1,1,943.396226,220000.000000
1,1,1,1,925.925926,220000.000000
1,1,1,1,909.090909,220000.000000
1,1,1,1,892.857143,220000.000000
1,1,1,1,877.192982,220000.000000
1,1,1,1,862.068966,220000.000000
1,1,1,1,847.457627,220000.000000
1,1,1,1,833.333333,220000.000000
1,1,1,1,819.672131,220000.000000
1,1,1,1,806.451613,220000.000000
1,1,1,1,793.650794,220000.000000
1,1,1,1,781.250000,220000.000000
1,1,1,1,769.230769,220000.000000
1,1,1,1,757.575758,220000.000000
1,1,1,1,746.268657,220000.000000
1,1,1,1,735.294118,220000.000000
1,1,1,1,724.637681,220000.000000
1,1,1,1,714.285714,220000.000000
1,1,1,1,704.225352,220000.000000
1,1,1,1,694.444444,220000.000000
1,1,1,1,684.931507,220000.000000
1,1,1,1,675.675676,220000.000000
1,1,1,1,666.666667,220000.000000
1,1,1,1,657.894737,220000.000000
1,1,1,1,649.350649,220000.000000
1,1,1,1,641.025641,220000.000000
1,1,1,1,632.911392,220000.000000
1,1,1,1,625.000000,220000.000000
1,1,1,1,617.283951,220000.000000
1,1,1,1,609.756098,220000.000000
1,1,1,1,602.409639,220000.000000
1,1,1,1,595.238095,220000.000000
1,1,1,1,588.235294,220000.000000
1,1,1,1,581.395349,220000.000000
1,1,1,1,574.712644,220000.000000
1,1,1,1,568.181818,220000.000000
1,1,1,1,561.797753,220000.000000
1,1,1,1,555.555556,220000.000000
1,1,1,1,549.450549,220000.000000
1,1,1,1,543.478261,220000.000000
1,1,1,1,537.634409,220000.000000
1,1,1,1,531.914894,220000.000000
1,1,1,1,526.315789,220000.000000
1,1,1,1,520.833333,220000.000000
1,1,1,1,515.463918,220000.000000
1,1,1,1,510.204082,220000.000000
1,1,1,1,505.050505,220000.000000
1,1,1,1,500.000000,220000.000000
1,1,1,1,495.049505,220000.000000
1,1,1,1,490.196078,220000.000000
1,1,1,1,485.436893,220000.000000
1,1,1,1,480.769231,220000.000000
1,1,1,1,476.190476,220000.000000
1,1,1,1,471.698113,220000.000000
1,1,1,1,467.289720,220000.000000
1,1,1,1,462.962963,220000.000000
1,1,1,1,458.715596,220000.000000
1,1,1,1,454.545455,220000.000000
1,1,1,1,450.450450,220000.000000
1,1,1,1,446.428571,220000.000000
1,1,1,1,442.477876,220000.000000
1,1,1,1,438.596491,220000.000000
1,1,1,1,434.782609,220000.000000
1,1,1,1,431.034483,220000.000000
1,1,1,1,427.350427,220000.000000
1,1,1,1,423.728814,220000.000000
1,1,1,1,420.168067,220000.000000
1,1,1,1,416.666667,220000.000000
1,1,1,1,413.223140,220000.000000
1,1,1,1,409.836066,220000.000000
1,1,1,1,406.504065,220000.000000
1,1,1,1,403.225806,220000.000000
1,1,1,1,400.000000,220000.000000
1,1,1,1,396.825397,220000.000000
1,1,1,1,393.700787,220000.000000
1,1,1,1,390.625000,220000.000000
1,1,1,1,387.596899,220000.000000
1,1,1,1,384.615385,220000.000000
1,1,1,1,381.679389,220000.000000
1,1,1,1,378.787879,220000.000000
1,1,1,1,375.939850,220000.000000
1,1,1,1,373.134328,220000.000000
1,1,1,1,370.370370,220000.000000
1,1,1,1,367.647059,220000.000000
1,1,1,1,364.963504,220000.000000
1,1,1,1,362.318841,220000.000000
1,1,1,1,359.712230,220000.000000
1,1,1,1,357.142857,220000.000000
1,1,1,1,354.609929,220000.000000
1,1,1,1,352.112676,220000.000000
1,1,1,1,349.650350,220000.000000
1,1,1,1,347.222222,220000.000000
1,1,1,1,344.827586,220000.000000
1,1,1,1,342.465753,220000.000000
1,1,1,1,340.136054,220000.000000
1,1,1,1,337.837838,220000.000000
1,1,1,1,335.570470,220000.000000
1,1,1,1,333.333333,220000.000000
1,1,1,1,331.125828,220000.000000
1,1,1,1,328.947368,220000.000000
1,1,1,1,326.797386,220000.000000
1,1,1,1,324.675325,220000.000000
1,1,1,1,322.580645,220000.000000
1,1,1,1,320.512821,220000.000000
1,1,1,1,318.471338,220000.000000
1,1,1,1,316.455696,220000.000000
1,1,1,1,314.465409,220000.000000
1,1,1,1,312.500000,220000.000000
1,1,1,1,310.559006,220000.000000
1,1,1,1,308.641975,220000.000000
1,1,1,1,306.748466,220000.000000
1,1,1,1,304.878049,220000.000000
1,1,1,1,303.030303,220000.000000
1,1,1,1,301.204819,220000.000000
1,1,1,1,299.401198,220000.000000
1,1,1,1,297.619048,220000.000000
1,1,1,1,295.857988,220000.000000
1,1,1,1,294.117647,220000.000000
1,1,1,1,292.397661,220000.000000
1,1,1,1,290.697674,220000.000000
1,1,1,1,289.017341,220000.000000
1,1,1,1,287.356322,220000.000000
1,1,1,1,285.714286,220000.000000
1,1,1,1,284.090909,220000.000000
1,1,1,1,282.485876,220000.000000
1,1,1,1,280.898876,220000.000000
1,1,1,1,279.329609,220000.000000
1,1,1,1,277.777778,220000.000000
1,1,1,1,276.243094,220000.000000
1,1,1,1,274.725275,220000.000000
1,1,1,1,273.224044,220000.000000
1,1,1,1,271.739130,220000.000000
1,1,1,1,270.270270,220000.000000
1,1,1,1,268.817204,220000.000000
1,1,1,1,267.379679,220000.000000
1,1,1,1,265.957447,220000.000000
1,1,1,1,264.550265,220000.000000
1,1,1,1,263.157895,220000.000000
1,1,1,1,261.780105,220000.000000
1,1,1,1,260.416667,220000.000000
1,1,1,1,259.067358,220000.000000
1,1,1,1,257.731959,220000.000000
1,1,1,1,256.410256,220000.000000
1,1,1,1,255.102041,220000.000000
1,1,1,1,253.807107,220000.000000
1,1,1,1,252.525253,220000.000000
1,1,1,1,251.256281,220000.000000
1,1,1,1,250.000000,220000.000000
1,1,1,1,248.756219,220000.000000
1,1,1,1,247.524752,220000.000000
1,1,1,1,246.305419,220000.000000
1,1,1,1,245.098039,220000.000000
1,1,1,1,243.902439,220000.000000
1,1,1,1,242.718447,220000.000000
1,1,1,1,241.545894,220000.000000
1,1,1,1,240.384615,220000.000000
1,1,1,1,239.234450,220000.000000
1,1,1,1,238.095238,220000.000000
1,1,1,1,236.966825,220000.000000
1,1,1,1,235.849057,220000.000000
1,1,1,1,234.741784,220000.000000
1,1,1,1,233.644860,220000.000000
1,1,1,1,232.558140,220000.000000
1,1,1,1,231.481481,220000.000000
1,1,1,1,230.414747,220000.000000
1,1,1,1,229.357798,220000.000000
1,1,1,1,228.310502,220000.000000
1,1,1,1,227.272727,220000.000000
1,1,1,1,226.244344,220000.000000
1,1,1,1,225.225225,220000.000000
1,1,1,1,224.215247,220000.000000
1,1,1,1,223.214286,220000.000000
1,1,1,1,222.222222,220000.000000
1,1,1,1,221.238938,220000.000000
1,1,1,1,220.264317,220000.000000
1,1,1,1,219.298246,220000.000000
1,1,1,1,218.340611,220000.000000
1,1,1,1,217.391304,220000.000000
1,1,1,1,216.450216,220000.000000
1,1,1,1,215.517241,220000.000000
1,1,1,1,214.592275,220000.000000
1,1,1,1,213.675214,220000.000000
1,1,1,1,212.765957,220000.000000
1,1,1,1,211.864407,220000.000000
1,1,1,1,210.970464,220000.000000
1,1,1,1,210.084034,220000.000000
1,1,1,1,209.205021,220000.000000
1,1,1,1,208.333333,220000.000000
1,1,1,1,207.468880,220000.000000
1,1,1,1,206.611570,220000.000000
1,1,1,1,205.761317,220000.000000
1,1,1,1,204.918033,220000.000000
